 Data_list: Solar_Wind_Transit_Time.txt
 Created: 2016 Jan 22 21:12
 Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
 Please send comments and suggestions to SWPC.Webmaster@noaa.gov

 DSCOVR Magnetometer and Velocity Values are in GSM coordinates.

 Units: Bx, By, Bz in nT
 Units: Vx, Vy, Vz in km/sec
 Units: Proton Density p/cc 
 Units: Ion Temperature degrees K 
 Units: Delay Time in minutes 
 Tilt status (T): 0 = Tilted phase planes used, 1 = Last good tilted phase plane value or simple flat plane propagation used
 Source: ACE
 
                                           Real-time Solar Wind Values at DSCOVR and Propagated to 30 Re
#COORD
GSM

year mo dy  hr mn sc msc    BX     BY      BZ      UX      UY      UZ       RHO     T
#START
1998 08 10  00 01  0 0    -5.9     1.0     0.1   -401.2   -29.9     0.0     5.0     5.30e+04
1998 08 10  00 02  0 0    -5.9     1.1     0.0   -403.6   -29.9     0.0     5.1     6.48e+04     
1998 08 10  00 03  0 0    -5.8     1.2     0.0   -404.5   -29.9     0.0     5.8     5.72e+04     
1998 08 10  00 04  0 0    -5.8     1.2    -0.1   -403.0   -29.9     0.0     4.5     7.37e+04     
1998 08 10  00 05  0 0    -5.9     1.4     0.1   -402.8   -29.9     0.0     5.6     5.72e+04     
1998 08 10  00 06  0 0    -7.7     2.1    -1.4   -406.8   -29.9     0.0     5.7     6.49e+04     
1998 08 10  00 07  0 0   -10.2     2.7    -2.9   -410.8   -29.9     0.0     5.8     7.26e+04     
1998 08 10  00 08  0 0   -10.1     2.1    -2.7   -414.8   -29.9     0.0     5.8     8.03e+04     
1998 08 10  00 09  0 0    -9.5     2.6    -2.7   -418.8   -29.9     0.0     5.9     8.80e+04     
1998 08 10  00 10  0 0   -10.7     2.6    -3.4   -422.8   -29.9     0.0     6.0     9.57e+04     
1998 08 10  00 11  0 0   -10.6     2.5    -3.1   -423.9   -29.9     0.0     6.1     9.39e+04     
1998 08 10  00 12  0 0   -10.1     2.7    -2.8   -425.0   -29.9     0.0     6.2     9.20e+04     
1998 08 10  00 13  0 0   -10.4     3.1    -2.9   -426.2   -29.9     0.0     6.3     9.02e+04     
1998 08 10  00 14  0 0   -10.9     3.4    -3.3   -427.3   -29.9     0.0     6.5     8.83e+04     
1998 08 10  00 15  0 0   -10.5     3.6    -3.3   -428.4   -29.9     0.0     6.6     8.65e+04     
1998 08 10  00 16  0 0    -9.5     5.1    -3.2   -429.6   -29.9     0.0     6.7     8.46e+04     
1998 08 10  00 17  0 0    -9.8     4.9    -3.8   -430.7   -29.9     0.0     6.8     8.28e+04     
1998 08 10  00 18  0 0   -10.0     4.8    -2.7   -433.1   -29.9     0.0     6.7     8.74e+04     
1998 08 10  00 19  0 0    -9.2     5.6    -2.6   -435.6   -29.9     0.0     6.5     9.21e+04     
1998 08 10  00 20  0 0   -10.5     2.6    -2.6   -438.0   -29.9     0.0     6.4     9.68e+04     
1998 08 10  00 21  0 0   -10.8     2.8    -2.7   -440.5   -29.9     0.0     6.2     1.01e+05     
1998 08 10  00 22  0 0   -10.2     5.1    -3.6   -442.9   -29.9     0.0     6.1     1.06e+05     
1998 08 10  00 23  0 0    -9.6     6.4    -3.4   -445.3   -29.9     0.0     6.0     1.11e+05     
1998 08 10  00 24  0 0    -8.2     7.6    -3.2   -447.8   -29.9     0.0     5.8     1.16e+05     
1998 08 10  00 25  0 0    -6.1     9.8    -2.4   -450.2   -29.9     0.0     5.7     1.20e+05     
1998 08 10  00 26  0 0    -6.4     9.6    -2.4   -479.2   -29.9     0.0     6.2     1.41e+05     
1998 08 10  00 27  0 0    -7.4     9.1    -2.2   -472.4   -29.9     0.0     4.7     1.43e+05     
1998 08 10  00 28  0 0    -9.0     7.4    -3.1   -465.0   -29.9     0.0     5.0     1.41e+05     
1998 08 10  00 29  0 0    -8.9     7.3    -3.2   -457.7   -29.9     0.0     5.2     1.40e+05     
1998 08 10  00 30  0 0    -9.4     6.5    -3.7   -450.4   -29.9     0.0     5.4     1.39e+05     
1998 08 10  00 31  0 0    -9.5     6.5    -3.8   -441.3   -29.9     0.0     4.5     1.47e+05     
1998 08 10  00 32  0 0    -9.4     6.4    -4.3   -442.2   -29.9     0.0     4.6     1.46e+05     
1998 08 10  00 33  0 0    -9.5     6.4    -4.5   -443.0   -29.9     0.0     4.7     1.45e+05     
1998 08 10  00 34  0 0   -10.0     5.8    -4.3   -443.9   -29.9     0.0     4.8     1.44e+05     
1998 08 10  00 35  0 0    -9.3     7.0    -3.7   -444.8   -29.9     0.0     4.9     1.43e+05     
1998 08 10  00 36  0 0    -8.8     6.2    -3.8   -445.7   -29.9     0.0     4.9     1.43e+05     
1998 08 10  00 37  0 0    -9.3     4.1    -4.3   -446.6   -29.9     0.0     5.0     1.42e+05     
1998 08 10  00 38  0 0    -9.0     4.4    -4.2   -447.5   -29.9     0.0     5.1     1.41e+05     
1998 08 10  00 39  0 0   -10.4     1.7    -5.1   -448.3   -29.9     0.0     5.2     1.40e+05     
1998 08 10  00 40  0 0    -9.6     1.7    -5.3   -449.2   -29.9     0.0     5.3     1.39e+05     
1998 08 10  00 41  0 0    -9.3     3.7    -4.9   -450.1   -29.9     0.0     5.4     1.39e+05     
1998 08 10  00 42  0 0    -8.9     4.5    -4.5   -451.0   -29.9     0.0     5.4     1.38e+05     
1998 08 10  00 43  0 0    -8.6     5.2    -4.2   -451.9   -29.9     0.0     5.5     1.37e+05     
