Corrected IMF based on L1.dat
yr mo dy hr mn sc ms bx by bz ux uy uz rho T
#START
2017 05 27 01 09 02 412      -0.29      -2.06      -2.08    -300.70      17.50      -4.50       3.80     12149.00
2017 05 27 01 09 58 283      -0.37      -2.00      -2.12    -301.00      19.30      -3.80       3.85     12265.00
2017 05 27 01 11 07 930      -0.29      -1.47      -2.54    -300.30      19.90      -5.00       4.18     12323.00
2017 05 27 01 12 13 462      -0.17      -1.53      -2.55    -299.90      17.30      -3.80       4.16     12413.00
2017 05 27 01 13 09 311      -0.22      -1.71      -2.50    -300.20      18.50      -5.00       4.15     12162.00
2017 05 27 01 14 06 549      -0.26      -1.78      -2.47    -300.40      19.20      -3.60       4.06     12177.00
2017 05 27 01 15 02 412      -0.30      -1.79      -2.55    -300.70      19.60      -4.00       4.00     12164.00
2017 05 27 01 15 56 909      -0.32      -1.84      -2.42    -301.10      20.90      -2.40       4.03     11971.00
2017 05 27 01 17 03 790      -0.18      -1.90      -2.49    -300.60      16.40      -4.90       3.90     12220.00
2017 05 27 01 17 59 659      -0.30      -1.67      -2.52    -300.90      16.00      -7.20       3.51     12192.00
2017 05 27 01 19 06 549      -0.48      -1.62      -2.54    -300.40      14.80      -6.30       3.55     12450.00
2017 05 27 01 20 25 964      -0.34      -1.64      -2.48    -299.00       7.00     -14.00       3.61     13858.00
2017 05 27 01 21 07 930      -0.72      -1.63      -2.35    -300.30      13.00      -7.90       3.68     12583.00
2017 05 27 01 22 07 930      -0.37      -2.19      -1.99    -300.30      14.80      -7.50       3.71     12544.00
2017 05 27 01 23 03 790       0.19      -2.29      -0.80    -300.60      19.20      -5.70       3.80     12443.00
2017 05 27 01 24 03 790       0.58      -2.14       0.77    -300.25      24.40      -2.80       3.62     13381.00
2017 05 27 01 25 13 462       0.69      -2.29       1.13    -299.90      17.40      -4.20       3.86     12963.00
2017 05 27 01 26 30 148       0.94      -2.09       1.07    -298.70      12.80      -7.40       3.97     14927.00
2017 05 27 01 27 10 694       1.07      -1.71       1.76    -300.10      24.10      -3.00       3.89     14183.00
2017 05 27 01 28 37 140       1.33      -1.61       1.92    -298.20      10.50      -4.10       3.98     15478.00
2017 05 27 01 29 37 140       1.29      -1.46       1.96    -298.20      12.90       0.00       4.05     15637.00
2017 05 27 01 30 14 847       0.94      -2.48       0.84    -299.80      19.00      -2.10       3.89     12885.00
2017 05 27 01 31 10 694       0.85      -2.44       1.08    -300.10      21.40      -0.70       4.02     12816.00
2017 05 27 01 32 20 398       0.44      -3.00      -0.37    -299.40      14.30      -6.40       4.02     12779.00
2017 05 27 01 33 17 621       0.39      -3.14      -0.72    -299.60      11.30      -5.30       3.98     12393.00
2017 05 27 01 34 14 847       0.51      -3.19      -0.62    -299.80      15.40      -5.50       3.95     12517.00
2017 05 27 01 35 16 234       0.44      -3.14      -0.75    -299.70      11.50      -6.70       3.96     12354.00
2017 05 27 01 36 16 234       0.36      -3.12      -0.98    -299.70      10.00      -9.50       3.96     12278.00
2017 05 27 01 37 14 847       0.43      -2.99      -1.21    -299.80      12.00      -6.70       3.95     12161.00
2017 05 27 01 38 13 462       0.52      -2.97      -1.09    -299.90      14.70      -4.40       4.05     12260.00
2017 05 27 01 39 07 930       0.58      -2.95      -0.98    -300.30      17.10      -5.30       3.93     12337.00
2017 05 27 01 40 13 462       0.75      -2.90      -0.91    -299.90      16.40      -6.50       3.87     12532.00
2017 05 27 01 41 21 788       0.84      -2.89      -0.92    -299.30       7.00      -9.90       3.85     12691.00
